,sentiment,company,text
10064,negative,US Airways,give hotel food least suggestion option metro city ticket
10065,negative,US Airways,actually land bwi minute ago strand friend fail big one
10066,negative,US Airways,hold one hour wait reschedule much longer expect
10067,negative,US Airways,fine wonder money
10068,negative,US Airways,land bwi instead plan home dc suggest home
10069,negative,US Airways,strand bwi two diversion cust service transport dump terrible customer service
10070,negative,US Airways,member news medium awful service last day unnoticed
10071,negative,US Airways,wife sick wait line see agent phone agent say nothing til tuesday
10072,negative,US Airways,garbage try book reward cancel still anyone phone unacceptable
10073,negative,US Airways,cancel flightled baggage hold hostage chl communication
10074,negative,US Airways,delay due faulty engine light great work guy come hr sit plane worstairlineinamerica
10075,neutral,US Airways,yes tell way mod plan call number
10076,neutral,US Airways,book award travel etihad dividend mile
10077,negative,US Airways,hold min cancel flightled reschedule monday unacceptable
10078,negative,US Airways,right end sight
10079,negative,US Airways,try speak human yr phone sys cut pls hlp
10080,negative,US Airways,compensate sit tarmac min miss phx bos connection
10081,neutral,US Airways,passenger divert clt fll phl leave tonight
10082,negative,US Airways,top check bag wait min bag come baggage claim thanks waste
10083,negative,US Airways,sit kitchen move stuff around need extremely disappointed service
10084,negative,US Airways,sit tarmac min bc engine break compensate passenger worstairline
10085,negative,US Airways,fault delay begin check bag bunch space
10086,negative,US Airways,extreme inconvenience ppl check bag lot overhead space leave lie fault
10087,negative,US Airways,stuck runway hr min due weather phl nowhere find accurate info bos
10088,negative,US Airways,hotel voucher everyone one arrive amsterdam snowstorm
10089,negative,US Airways,yep except delay due hasty unwise decision pushback plane plow do fail
10090,negative,US Airways,far worst airline history never ever garbage
10091,negative,US Airways,phlairport land pm still plane
10092,negative,US Airways,trbl experience hr tarmac inch snow phl hanger open pile snow terriblecommunication
10093,negative,US Airways,passenger stick plane philly gangway hear pilot
10094,negative,US Airways,hour count wait gate philadelphia ice cake miserable experience
10095,negative,US Airways,say payment deny money take bank say trip come
10096,negative,US Airways,cancel call phone work europe please say book want confirm
10097,negative,US Airways,unhappy w app late flightly last let check checked late flightr say never check
10098,negative,US Airways,americanair thru hold hour
10099,negative,US Airways,flt en route dca bwi divert rdu phone service suck website conflicting
10100,negative,US Airways,change hour crazy please
10101,negative,US Airways,thru hold hour minute normal call lose
10102,negative,US Airways,weather excuse poor customer service lack info staff fact staff turn
10103,negative,US Airways,please hold hour change stick
10104,negative,US Airways,hold hour number speak someone unacceptable need change
10105,neutral,US Airways,guess happen vega end philly sexy
10106,negative,US Airways,wait two hour phone book mi family member ill essence
10107,negative,US Airways,depart depart phx due land dca around
10108,negative,US Airways,stress enough awful agent know ppl delay way mins compassion
10109,negative,US Airways,certainly understand hold delay wx reschedules estimate wait
10110,negative,US Airways,cherry top runway land min still half luggage
10111,negative,US Airways,likelihood phl bdl actually leave tonight hour delay far
10112,negative,US Airways,agent hold plane two minute drive bad weather
10113,negative,US Airways,hour unacceptable wait thanks nothing sure never
10114,positive,US Airways,thanks guy hold someone really awesome service appreciate smile
10115,negative,US Airways,understood simply feels staff nonbeing entirely truthful situation
10116,negative,US Airways,happy wife bday trip would like fully compensate
10117,negative,US Airways,gmail com
10118,negative,US Airways,worst trip ever wish pilot would let plane delay still sit runway
10119,positive,US Airways,first class service phl mco today attendant f catch name top notch
10120,negative,US Airways,far call back
10121,positive,US Airways,oh well cancun eventually
10122,negative,US Airways,stand line people look
10123,negative,US Airways,can not book redeem companion fair without speak agent vs family emergency unacceptable
10124,negative,US Airways,least response tried gate person send wrong way cust srvc cust srvc find
10125,negative,US Airways,clever clear need agent min hold count flex workforce highly possible
10126,negative,US Airways,hey folk hide luggage cancel angry people luggage
10127,neutral,US Airways,update dca
10128,negative,US Airways,send luggage house wave hand
10129,positive,US Airways,eyyyy cancel flightlations book problemss reflight book problemss tonight tomorrow fc upgrade thx
10130,negative,US Airways,thanks let know hour delay hour hold
10131,negative,US Airways,please respond hold reservation line hour minute would really appreciate
10132,negative,US Airways,since plane stuck drift hour weather issue
10133,negative,US Airways,hold hour min try find luggage cancel flightled luggage
10134,negative,US Airways,ever mind could tell gate way could delay min
10135,negative,US Airways,miss g memorial flydelta
10136,negative,US Airways,usairways really land philly hour wait hour behind plane stuck
10137,negative,US Airways,app website trash af
10138,negative,US Airways,worst pleased service far third gate still guarantee correct one shock
10139,neutral,US Airways,want clog already crowd line special meal request someone dm sort vegetarianproblems smile
10140,neutral,US Airways,also add weather condition terrible expect inch snow advice
10141,neutral,US Airways,dia ontario tomorrow morning access airport via taxi shuttle
10142,negative,US Airways,update real information still wait tarmac philadelphia
10143,negative,US Airways,mean vega allow original
10144,negative,US Airways,bravo handle msp phx today delay late flightr cancel flightled missed surprise bday reason trip never
10145,neutral,US Airways,well depend policy determination airline select travel
10146,negative,US Airways,still wait another crew member cabinfever
10147,negative,US Airways,hey hve cancel flightled flght hold min nw rebook website work give insight dm conf
10148,neutral,US Airways,landed chance phoenix au
10149,negative,US Airways,need confirm bna bump day need home
10150,negative,US Airways,finally leave home nc lodge respectful complaint mechanical issue clear runway nocrew
10151,negative,US Airways,hold way long best level service provide one hour long
10152,negative,US Airways,sit cesspool germ ground phl hour
10153,negative,US Airways,hour gate
10154,negative,US Airways,think guy could mess thing never
10155,negative,US Airways,waited hour luggage line long leave airport cancel flighted luggage hold hour far
10156,negative,US Airways,strand bag philly last sat strand philly sit thanks bullshit
10157,negative,US Airways,look like already delay miss connect philadelphia un delay
10158,negative,US Airways,husband try use dividend companion fair emergency transfer put hold two hour give disappointed
10159,negative,US Airways,wow say
10160,negative,US Airways,bf stuck clt day lounge offer free weather suck want cry tequila shot
10161,negative,US Airways,usairways like hear sorry take long stop send generic response
10162,negative,US Airways,suck flt late min miss connection thanks buck middle seat next flt
10163,negative,US Airways,usairways worst experience never ever ever travel ever
10164,positive,US Airways,airline tonight however friend present united could learn
10165,neutral,US Airways,long departure gate stay open connect rdu
10166,negative,US Airways,cancel flightled pay hotel
10167,negative,US Airways,late
10168,neutral,US Airways,summer able leave miami airport hour stopover
10169,positive,US Airways,plane crew professional courteous gate agent fluster
10170,negative,US Airways,hell terrible gate agent three hour wait gate
10171,negative,US Airways,change online check online call hr hold btw charge
10172,positive,US Airways,ticket agent gate providence airport rock tonight especially kristy sorry correct spell
10173,positive,US Airways,pvd today rockstar tremendous tough situation promotethatgirl
10174,negative,US Airways,nervous tomrw key west hostile customer service
10175,negative,US Airways,call leave turn answer phone instead rebooked usair
10176,positive,US Airways,today loyal airway customer appreciate respond tweet
10177,neutral,US Airways,message want issue refund someone else use seat tomorrow flightcancelled flighted custservicehasnonumber
10178,positive,US Airways,fantastic amazing attendant much robert
10179,negative,US Airways,americanair even refund cancel flightled horriblecustomerservice
10180,negative,US Airways,call drop call back another another rep worst c ever online phone person
10181,neutral,US Airways,americanair vega
10182,negative,US Airways,somewhere warm tire snow shock
10183,negative,US Airways,hell leave alliance join beyond smart move start look carrier
10184,negative,US Airways,apology thin even offer hotel voucher strand customer
10185,negative,US Airways,tell min wait call back already min horrible
10186,negative,US Airways,certain clt nyc notion rebook customer hour absurd
10187,negative,US Airways,cancelled versace biceps stow completely seat front
10188,negative,US Airways,disappointed toll free number terrible customer service cancel flightled would like home
10189,negative,US Airways,change fee request month ago one hour phone team tell day backlog awful
10190,negative,US Airways,flt last nght cancel flighted mech probs flt cancel snow finally flt home cl empty let sit
10191,neutral,US Airways,hello world record attempt amount ball point pen collection please could pen
10192,neutral,US Airways,travel infant lap anything need notify
10193,negative,US Airways,kill sche board min mine arrive gate side airport genious
10194,negative,US Airways,upgrade gold member would love consistent policy
10195,positive,US Airways,woohoo still happy hear air cry must preggo hormone thx
10196,negative,US Airways,right fun especially much choice lol curvygirltravels
10197,neutral,US Airways,figure correct six digit confirmation number
10198,negative,US Airways,rebooked flt monday voucher hotel never airway
10199,positive,US Airways,whole crew rock bad weather diversion pilot keep well inform customerservice
10200,neutral,US Airways,aa mile usair book american
10201,positive,US Airways,hope opportunity join team job open
10202,negative,US Airways,flt ewr cancel flightled yet flts nyc usairways still
10203,negative,US Airways,americanair sf nyc philly ur customer service tell refund last leg offensive
10204,neutral,US Airways,dm please
10205,neutral,US Airways,need seat assignment one leg family return please via twitter pm
10206,positive,US Airways,always good follow
10207,positive,US Airways,problem person airport would smile
10208,neutral,US Airways,okee doke
10209,positive,US Airways,bwi keep see different stats delay await take delayed
10210,positive,US Airways,nick awesome please reward way kept smile bad day travel customerservice
10211,negative,US Airways,told return call human
10212,negative,US Airways,guy need reservation try call told call late flightr please
10213,positive,US Airways,sit plane philadelphia minute wait plane great service
10214,negative,US Airways,phlairport cancel flighted due weather problem wait luggage hour must deliver
10215,negative,US Airways,except wayne real g thankjesus thankme
10216,neutral,US Airways,pregnant lady hop pray hubbys bwi ground like baby
10217,neutral,US Airways,ok thanks
10218,negative,US Airways,every try line disconnect b c system say many call glad screw matter much
10219,negative,US Airways,another hour sit snow seriously
10220,negative,US Airways,already travel live take week repair pay ship tx
10221,negative,US Airways,say open one
10222,negative,US Airways,found check info please dm fix
10223,negative,US Airways,booked hotel night find room midnight say bag plane
10224,negative,US Airways,ridiculous delay husband miss connection tell leave bag send
10225,negative,US Airways,tweet team inform problem never send bag yesterday
10226,negative,US Airways,tell policy preboarding small child still thing
10227,negative,US Airways,baggage system hang twice many caller need find husband sweetingr bag
10228,negative,US Airways,eaten day either lem me cc buy burger across terminal dobetter
10229,negative,US Airways,look forward wait hold hr reschedule bunch idiots work airline
10230,positive,US Airways,big ticket agent ute v dulles washington outstanding guest service rebooked
10231,negative,US Airways,guy straight suck as
10232,negative,US Airways,still effin wait weather delay engine trouble lack crew shit
10233,positive,US Airways,love guy
10234,negative,US Airways,mile expire could take someone day respond mile profit red heart usair
10235,negative,US Airways,try week book multi city award trip book online tell call back
10236,negative,US Airways,pay damn plane one announcement crew let know wan na refund
10237,negative,US Airways,beg differ thing book wrong still fix act together usairsucks
10238,neutral,US Airways,control weather attendant control green acu bag hr count yep
10239,negative,US Airways,usairways cancel flightled sch departure snow yet still leave fail
10240,negative,US Airways,half assed plane fall apart one tell family love dobetter
10241,negative,US Airways,circle hell right dmv noshadetothedmv
10242,negative,US Airways,thanks seat recline shock nonbeing ask serve everyone drink plane dobetter
10243,negative,US Airways,three week since specifically tell would call back folk az keep patient
10244,negative,US Airways,unbelievable consecutive day person hold hour still
10245,negative,US Airways,cut pregame
10246,positive,US Airways,wait trip thanks
10247,negative,US Airways,seat assignment policy let choose seat change two week late flightr
10248,negative,US Airways,yes february bad weather happen every winter guy business sense forecast loss
10249,negative,US Airways,call twice record say deliver apt
10250,negative,US Airways,take amtrak home call partial refund
10251,negative,US Airways,hour hold finally cancel ticket stick expedia allow easy online cancel refund
10252,negative,US Airways,hold book award travel gold status hour count day call usairwaysfail
10253,negative,US Airways,cancel flightled pay hotel
10254,positive,US Airways,team member dca tamara r name awesome employee like
10255,positive,US Airways,thanks ur plane awesome attendant smile difficult travel customerservice
10256,negative,US Airways,baggage lose last night call airways bags nobody answer phone badcustomersrvice whereismybag
10257,negative,US Airways,cancel flightled reach anyone phone ticket agent safe assume rebooked
10258,negative,US Airways,americanair bag so itis lose hour poorcustumerservice
10259,neutral,US Airways,look hear cancel flightled departure head
10260,negative,US Airways,americanair way reserve veg meal online brazil tomorrow onhold hour
10261,negative,US Airways,rebooked missed never call check email cont
10262,negative,US Airways,so bag
10263,negative,US Airways,hold minute count month old change fee refund request funeral pathetic
10264,negative,US Airways,cancel flightlations finally gate give seat away seriously
10265,negative,US Airways,american eagle plane use clt rdu disgust ashamed disgust ew
10266,negative,US Airways,undermines intelligence customer ignore complaint copy paste can response usairwaysfail
10267,negative,US Airways,provide poor customer service respond complaint copy paste template unrelate flightd complaint usairwaysfail
10268,negative,US Airways,hour easier way cancel refund expressionless face weary face
10269,negative,US Airways,enormous line customer service two agent kind service
10270,negative,US Airways,clt bna
10271,negative,US Airways,choose sensitive arrival drop ball give clt good way lose business
10272,negative,US Airways,try cancel within window hold hour alternate dial
10273,negative,US Airways,hold hour try change come
10274,negative,US Airways,happens take cancelled issue want pay inaccessibility
10275,negative,US Airways,assist already rebooked agent rude unhelpful discourteous frequentflyers appal unacceptable
10276,negative,US Airways,ridiculous clt miss connect chuckhole runway shameful
10277,negative,US Airways,look try book day guess someone thanks keep fail
10278,negative,US Airways,one clt know runway issue inbound one delay connection leave without stuck
10279,negative,US Airways,rude rude rude service awful
10280,neutral,US Airways,contact info upgrade use advantage mile
10281,neutral,US Airways,shivadelrahim upgrade
10282,negative,US Airways,cancel flightlations pbi pax dca send different line aal awe
10283,negative,US Airways,still need stay hold
10284,neutral,US Airways,lexington afternoon kentuckymbb play big game tonight dobetter
10285,negative,US Airways,hey base number retweets like fb post nice know alone frustration guy
10286,negative,US Airways,seem airline without dedicated line status member
10287,neutral,US Airways,arrive follow http co ttlwzgiyag
10288,negative,US Airways,learn although travel policy waive change fee still charge reservation fee
10289,positive,US Airways,star align connect delay clt thanks glad know someone listening mobay
10290,negative,US Airways,one use american mile
10291,negative,US Airways,cant sapphire member reach anyone phone
10292,negative,US Airways,gold desk quote rebook due weather buy first seat hold min
10293,negative,US Airways,prof solution prepare hour hold
10294,negative,US Airways,sadly word represent company action talk cheap
10295,negative,US Airways,try cancel urgently hung twice sweet refund policy
10296,negative,US Airways,seanvrose sean keep mind call plan hold hour
10297,neutral,US Airways,policy regard large size passenger can not fit single coach class seat
10298,negative,US Airways,owen f dca gate rude
10299,negative,US Airways,worst customer service call month book poorcustomerservice usairwaysfflyer
10300,negative,US Airways,xzmscw
10301,negative,US Airways,thanks hour pit phx zero entertainment guess quarter million mile delta
10302,negative,US Airways,extend hold due weather hour hold count
10303,negative,US Airways,official call hour minute must add minute reservation agent extremely professional helpful
10304,negative,US Airways,currently miss basketball game due lose bag policy terribleservice wheresmyrefund
10305,negative,US Airways,attendant jerk spout whale
10306,negative,US Airways,easily ridiculous experience try spend money company
10307,negative,US Airways,tell software bug tell call back system busy handle call clown shoe
10308,negative,US Airways,hold reservation min already worstairline
10309,negative,US Airways,issue plane fuel leak let know soon decide getmeoffthisplane ineedabeer
10310,negative,US Airways,friend hold hour still count
10311,neutral,US Airways,anyone know hold usairways reservation
10312,negative,US Airways,dca clt stick wait clt atc cmon faa miss flt clt mbj hope rebook
10313,negative,US Airways,try check online say call hold hour
10314,negative,US Airways,long sit plane repair could least beer
10315,negative,US Airways,hold approach hrs issue change ticket online frustrating
10316,negative,US Airways,disinherit hang long americanair answer min yet
10317,neutral,US Airways,point email state bumped class know first class book regular ticket
10318,negative,US Airways,hour minute want know still queue
10319,negative,US Airways,check st louis rude even tsa nicer
10320,negative,US Airways,disappoint least could give access admiral club hour wedding
10321,negative,US Airways,pay upgrade first class admiral club phx airport turn away cun mc
10322,negative,US Airways,please post wait hold two hour
10323,negative,US Airways,say friend miss clearly sit next plane cancel flighting home wtf
10324,negative,US Airways,anyone even respond social medium awful
10325,positive,US Airways,keep informed delay greatcustomerservice
10326,negative,US Airways,vacation last thing want anyone even answer phone
10327,negative,US Airways,fuck hate customer service hold morning try figure cancel
10328,negative,US Airways,dca rsw cancel flightled rebook charlotte cancel flightled rebook self online
10329,negative,US Airways,find email address regard reativation dividend mile nothing website
10330,negative,US Airways,baggage drop phl b c incredibly back unacceptable service
10331,neutral,US Airways,glad hear curiosity cause pattern
10332,negative,US Airways,try frm dca srq visit family member hospice cancel flightled someone assist
10333,negative,US Airways,want reservation change add service public
10334,negative,US Airways,follower please note give customer service call respond via soc medium dontflyusairways
10335,negative,US Airways,checkin shitshow agent behind counter try send wrong destination rude
10336,negative,US Airways,sit runway phl last min correct weight system jobfail
10337,neutral,US Airways,idea thanks
10338,negative,US Airways,guesstimate hold change online min count
10339,negative,US Airways,try change due nyc travel advisory online system cancel flighted entire hold hr
10340,negative,US Airways,yes manner do harsh affect already checked remorse weak alternative
10341,positive,US Airways,ok
10342,negative,US Airways,told work joke fail
10343,negative,US Airways,incapable seat mom together toddler row fail
10344,negative,US Airways,bump people ten minute takeoff overbooked fail
10345,negative,US Airways,number call modify reservation please frustrate american air merger
10346,negative,US Airways,completely ruined pro athlete ability prepare race bike need dr
10347,negative,US Airways,cool tell route bag tell leave last night need race
10348,negative,US Airways,quick let board plane sit runway hour clockwork scareways neverfails
10349,negative,US Airways,also excited unable contact destination talk
10350,negative,US Airways,fra cat odd zig zagging movement frankfurt everything ok
10351,negative,US Airways,pretty hilarious want finish awful experience something right
10352,negative,US Airways,would think cancelled rebook seat something last row usairwaysfail
10353,negative,US Airways,online clearly state say call re already explain
10354,negative,US Airways,deal w fam emergency tell rebooked aa ord system need asap
10355,positive,US Airways,thanks
10356,negative,US Airways,umm define extra
10357,neutral,US Airways,international
10358,negative,US Airways,oh yes loads run connect delay minute
10359,negative,US Airways,hey bag damage yesterday
10360,neutral,US Airways,land phoenix board quickly vegas airport
10361,neutral,US Airways,left something recent today contact retrieve please thanks
10362,negative,US Airways,americanair four subsequent delay destroy travel plan even look resolve matter
10363,negative,US Airways,pm still bag
10364,positive,US Airways,spoke representative move earlier much follow
10365,negative,US Airways,min guy hrs hold
10366,negative,US Airways,suppose call internet desk especially since reservation tell directly call main number
10367,negative,US Airways,lose plan ur crew faa thx havin sit tarmac hr pathetic
10368,negative,US Airways,hold minute wait talk someone tomorrow another number call
10369,negative,US Airways,despicable plan lose sit tarmac hour min
10370,positive,US Airways,hey guy want say best ever much fell asleep actually wet dream
10371,negative,US Airways,update ktn profile ticket book via aa info pas hold forever
10372,negative,US Airways,dishonor mile travel last year
10373,neutral,US Airways,need check information regard hotel shuttle rout delay
10374,negative,US Airways,eventually give memphis take original bc check father
10375,negative,US Airways,heck one internet desk authorize waiver would involve hold another hour
10376,negative,US Airways,suppose discus matter computer badcustomerservice airline dividendrewards
10377,negative,US Airways,mile usair last four good airline much improve billing issue seat legroom air service
10378,negative,US Airways,say call connect song dance weather weather bad day call day wasteoftime
10379,negative,US Airways,really tried already message unavailable next idea
10380,negative,US Airways,glad sorry homeless night feel secure
10381,negative,US Airways,meantime sleep park bench dadeland st thanks guy
10382,neutral,US Airways,ah give one shuttle voucher ever back airport bill
10383,negative,US Airways,wonder misery consider damage breach contract lawsuit lawyerup
10384,negative,US Airways,wait book along hotel nearby send anyway hotel manager disbelief
10385,positive,US Airways,worry find hotel away around problem
10386,negative,US Airways,point tell sell voucher fast enough
10387,negative,US Airways,kind gentleman gate tell left hotel voucher ticket gate take
10388,negative,US Airways,story start two hour delay miss connection miami
10389,neutral,US Airways,worry able read entire book holding themagicalstranger
10390,negative,US Airways,best think lousy way run airline online way connect hold zip
10391,negative,US Airways,schedule cancel flightled sit cold plane hour
10392,negative,US Airways,refuse compensate passenger inconvenience even rebook another airline disappoint
10393,negative,US Airways,tell wait min charge phone change fee even tho allow change online
10394,negative,US Airways,stephenrodrick team need build capacity
10395,negative,US Airways,write cr unsure good customer service experience horrible
10396,negative,US Airways,x tell travel advisory two hr hold disconnect fl bhm charlotte phl
10397,negative,US Airways,call usair today merge aadvantage dividend mile say call back late flightr
10398,negative,US Airways,fuck
10399,negative,US Airways,dump dividend mile card forget airline exist ridiculous theworstairlineever
10400,negative,US Airways,dirty damn plane take hour plane clean refund mile pout face wasteoftime theworst
10401,negative,US Airways,worst customer service ever experience never airline ever pay sleep philly fuck
10402,negative,US Airways,ever sit hold lose track
10403,negative,US Airways,air ashamed service hold hour representative reschedule due weather
10404,negative,US Airways,hold hour frustrate suspect operator come day like w inclement weather
10405,negative,US Airways,worst hold crazy agent horrible accountability usairsucks
10406,positive,US Airways,kudos robin lose find reunite w ipad delightful work
10407,negative,US Airways,website let change online even though airline issue travel advisory hold minute
10408,negative,US Airways,always happen airbus boeing customer service
10409,negative,US Airways,try change airline travel advisory hold min
10410,neutral,US Airways,add aadvantage number know traveler number reservation
10411,negative,US Airways,would less annoy road condition worse every min keep passenger captive good reason
10412,positive,US Airways,experience exceptional service cherry denverairport greatservice professionalism
10413,negative,US Airways,literally worst experience life lot
10414,negative,US Airways,purchase upgrade week ago give someone else say farewell refund sop
10415,negative,US Airways,figure cancel flightled past week come home hour delay cart pull plane break
10416,negative,US Airways,minute hold
10417,negative,US Airways,transfer pleeeeeeeease
10418,negative,US Airways,treatment passenger atrocious hour delay deplane give direction
10419,neutral,US Airways,corporate pay travel april possible purchase upgrade first class
10420,positive,US Airways,supervisor jeanine coworkers excellent customer service provide
10421,negative,US Airways,sympathy offer hold reservation monday night pretty awesome ask
10422,negative,US Airways,express disappointment reservation department treatment sailor deal death family
10423,neutral,US Airways,spoke already already book another w someone else thanks concern want
10424,negative,US Airways,talk supervisor jeanine minute talk nothing
10425,negative,US Airways,think worst airline nah guy far worse decent airline
10426,negative,US Airways,keithlaw air first yesterday propositioned attendant true story creditcardsales
10427,negative,US Airways,year naval service run travel department command
10428,negative,US Airways,airway website double charge people book apparently never book twice
10429,negative,US Airways,already try conf via dm
10430,negative,US Airways,new slogan want arrive pick
10431,negative,US Airways,crazy treat mom poorly happy usairwaysfail
10432,negative,US Airways,able without reflight book problem recharge amount plus fee phone speak agent jeanine
10433,negative,US Airways,send email detail late flightr respond
10434,negative,US Airways,last use airline promise
10435,negative,US Airways,americanair mention silver preferred member every week always odd meal voucher
10436,negative,US Airways,need change div mile ticket travel start due weather advisory tell actual unless cancel flightled anyhelp
10437,negative,US Airways,americanair suppose fresno pittsburgh instead leave tomorrow
10438,negative,US Airways,americanair stuck airport fresno try beat storm pittsburgh guy offer nothing horrid
10439,negative,US Airways,hello question phone line jam
10440,negative,US Airways,americanair worst airline ever figure merger dontmakemegooutside
10441,negative,US Airways,follow experience
10442,negative,US Airways,incompetent
10443,negative,US Airways,next plane broken seat row another hour delay mad
10444,negative,US Airways,purchase take money reservation explain
10445,neutral,US Airways,americanair pay incedentals noworstairline
10446,negative,US Airways,americanair think merge usairways suck worstever
10447,positive,US Airways,yes great job turn jan
10448,negative,US Airways,hour hold issue still resolve hope hour every minute talk minute hold
10449,positive,US Airways,connection thanks week daddyshome
10450,negative,US Airways,worst customer service experience ever today together
10451,negative,US Airways,know folk use airline customer service ever matter really hate complain brutal
10452,negative,US Airways,im plane unsure mean sit one story failure another guy
10453,negative,US Airways,still wait brokenpromises notnice neveragain tellyourstory
10454,negative,US Airways,team terrifyingly rude young mother baby try check phx jwa
10455,negative,US Airways,rudest crew member experience throw shade call customer reachingnewlows
10456,negative,US Airways,americanair terminal e miami still worst smelly airport ever thanks nothing
10457,negative,US Airways,tell ask many question bag might still easy check land seattle
10458,negative,US Airways,cancel flightled original aruba way home tell seat never
10459,negative,US Airways,last week delay already mins think leave phl waitingagain
10460,negative,US Airways,misjudge deliberate strategy see multiple usair staff life easier expens passenger
10461,negative,US Airways,delay need extra min would appreciate little week
10462,negative,US Airways,stuck tarmac hour half tell longer hotels available land phoenix unacceptable unhappy
10463,negative,US Airways,dematerialize worstairlineever also marie burroughs worst customer service rep ever yourairlinesucks
10464,negative,US Airways,technical issue inefficient computer triage system personality compassion operator sad example sad company
10465,negative,US Airways,suck ruin day vacation even june
10466,negative,US Airways,maybe pre purchase meal email min short hour guess none offer
10467,negative,US Airways,yep check gmail promotion folder regularly sad
10468,neutral,US Airways,bag x x allow carry
10469,negative,US Airways,thanks nothing
10470,neutral,US Airways,nothing tonight gogo internet way someone could send dm email
10471,negative,US Airways,bad plane gate change lot exercise travelfail let hope plane work tire
10472,negative,US Airways,good info already sign option none sound like apply miss email
10473,negative,US Airways,faster way columbia sc stay clt night delay
10474,negative,US Airways,please plane together jetblue
10475,negative,US Airways,might confirmation please wait form
10476,negative,US Airways,find tix security code work try dozen
10477,negative,US Airways,nightmarish customer service elite member appal
10478,negative,US Airways,never give number elite usair aa wait hour answer seat
10479,negative,US Airways,bag e gate b gate charlotte airport pm late cause yall ride life
10480,neutral,US Airways,debit card dividend member
10481,negative,US Airways,nothing important tell wait line patiencerunningout
10482,neutral,US Airways,redeem pas admiral club free visit barclay card membership bring companion
10483,neutral,US Airways,almost home east coast freeze head phl connect avp tgif
10484,negative,US Airways,americanair someone please tell talk getittogether findurgrip
10485,negative,US Airways,insult americanair offer non require voucher goodwill offer least bag round trip
10486,negative,US Airways,travel advis nyc phil pa winter weather air post one yet still change flt wo pen
10487,negative,US Airways,try request miss mileage keep say say call number
10488,negative,US Airways,carryon miss stollen plane leave gate worst customer service seem anyone concern
10489,negative,US Airways,check plane everyone board plane piss
10490,neutral,US Airways,use emails pre purchase snack check neither tomorrow trip leave send
10491,negative,US Airways,link work via mobil
10492,negative,US Airways,wish luggage day pay way st thomas san juan spent extra mess
10493,neutral,US Airways,frequent flyer airway qantas still notification
10494,negative,US Airways,americanair run show airport board pas say airways wait american line yousuck
10495,neutral,US Airways,chance travel advisory dca weekend
10496,positive,US Airways,yes appreciate checking
10497,negative,US Airways,book prn website
10498,negative,US Airways,ridiculous planebroken wait board one home hour late flightr neverontime brutal paymytab
10499,neutral,US Airways,yes sunday
10500,negative,US Airways,since maintenance problem miss crew equal delayed due weather confuse since sunny sky
10501,negative,US Airways,keep say busy call back late flightr week
10502,negative,US Airways,would like watch video loyal customer really treat ask explanation hour delay
10503,negative,US Airways,lie say email delay due weather sky clear city departing
10504,positive,US Airways,enjoy far great job today tough thanks comfortable
10505,negative,US Airways,look right call cho please evaluate
10506,neutral,US Airways,question question past computer fastest know computer
10507,neutral,US Airways,dividend mile credit card use book one bag free
10508,negative,US Airways,check day cho need added please evaluate
10509,neutral,US Airways,hi myr clt ord tomorrow weather look ok problematic
10510,neutral,US Airways,tell clt jan gate yet tight connection clt mco
10511,neutral,US Airways,need home tonight weather almost
10512,neutral,US Airways,follow
10513,positive,US Airways,shavon customer service desk charlotte fantastic helpful smile evn sound like long day reward
10514,neutral,US Airways,cho clt cho need added weather advisory please evaluate asap
10515,negative,US Airways,another squash share seat another passenger idea quality travel
10516,negative,US Airways,look another apology
10517,negative,US Airways,painful hold really minute change
10518,negative,US Airways,yep send bag philadelphia instead miami caught told change tomorrow wrong fail
10519,neutral,US Airways,shall see next couple minute
10520,negative,US Airways,right use shuttle ticket lga bos shuttle probably gon na miss
10521,negative,US Airways,need human fastest way achieve computer
10522,positive,US Airways,check staff phx awesome great traffic control general boarding
10523,negative,US Airways,bat four month four delayed
10524,neutral,US Airways,sure dm ed
10525,negative,US Airways,also tell comp upgrades etc reflight book problem good enough usairwaysfail
10526,negative,US Airways,tomorrow miss meeting today pointless pay hotel today purpose trip screw
10527,negative,US Airways,merge aa dividendmiles yield error exact step navigate phone menu computer
10528,negative,US Airways,plane pbi clt know frozen water also saw plane nyc take gate next door
10529,negative,US Airways,next delay well charlotte luck
10530,positive,US Airways,talked reservation must congratulation friendly good usair airline
10531,neutral,US Airways,try establish policy thanks
10532,negative,US Airways,fight delay hr mco stick philly standby ticket solution need
10533,neutral,US Airways,sure carry bag numerous style plane plan accordingly apparently account nothing
10534,negative,US Airways,know like gate nationalairpor nothin like nothin bout yo ghettofab gate usairways
10535,negative,US Airways,try call past day keep tell call back someone please
10536,negative,US Airways,proceed allow larger bag huge inconvenience travel plan
10537,neutral,US Airways,vega baby good vega lol
10538,neutral,US Airways,wife atlanta vega march since tricities tn
10539,negative,US Airways,worst customer service ticket fee worth accommodate give circumstance bos
10540,negative,US Airways,see response obviously think service acceptable customerservicefail
10541,negative,US Airways,usairways sincerely sorry sean reservation work hard answer everyone call appreciate patience false
10542,neutral,US Airways,absolutely
10543,negative,US Airways,divert back bos due mechanical issue far lose one day shock
10544,negative,US Airways,contact people still answer keep send keep sending
10545,negative,US Airways,irritate customer
10546,negative,US Airways,stop sending email ex boyfriends account care many point
10547,negative,US Airways,seat phone iwas tell error msg due pay class upgrd tell check right
10548,negative,US Airways,wait bag phl bag claim
