,sentiment,company,text
10081,negative,US Airways,to des moines cancel flightled unacceptable to be book on on tuesday because of work commitment on hold
10082,negative,US Airways,now on hold for minute
10083,negative,US Airways,now on hold for minute
10084,negative,US Airways,on hold now over hr on one phone hung on x on another how do you reach a person no weather condition this excusable
10085,negative,US Airways,claim cancel due to weather at destination but delta have on on same route
10086,neutral,US Airways,americanair from orlando to philly to charlotte to lynchburg saw advisory philly wld like to from orl to char
10087,negative,US Airways,duh on baggage claim more hour and count
10088,negative,US Airways,jtrexsocial exactly how i be disconnect
10089,negative,US Airways,hr on hold husband have decide we should sleep in shift so we do miss the phone rep to reschedule
10090,negative,US Airways,just cancel flighted my and tell me to call to rebook be on hold for minute at be and still wait
10091,negative,US Airways,on hold for hour now have be call since monday i have a today need now worst noexcusesaccepted
10092,negative,US Airways,on hold hr try to reschedule our can anyone there please us
10093,negative,US Airways,why be my first available for me now tuesday but a today that be booked flt available to buy online
10094,negative,US Airways,you guy suck at jfk tonight oh this morning
10095,negative,US Airways,hour on hold still no answer horrible
10096,negative,US Airways,kieranmahan need two night at a hotel in phoenix until he can back to philly because of plane equipment crazy
10097,negative,US Airways,tough night two minute call on hold delay here in phoenix for two day because of one aircraft not ready unacceptable
10098,negative,US Airways,have be on hold for minute need usair why wo you
10099,negative,US Airways,we appreciate auto reschedule our cancel flightled but you have nothing sooner than tuesday can into alternate loc
10100,negative,US Airways,after sit on the runway for hour i have to leave the airport wo my luggage be this ur day
10101,negative,US Airways,we be on hold for hour try to reschedule our cancel flightled can anyone out there please us
10102,negative,US Airways,thx for take my for a then cancel flightling flt delay flt and u top it off by lose my one piece of luggage usuck
10103,negative,US Airways,i have be on hold for hour my be tomorrow do you really expect me to wake all night to stay on hold
10104,neutral,US Airways,i think it ok
10105,negative,US Airways,my be cancel flightled and you guy be answer the phone what do i do
10106,negative,US Airways,this be ridiculous i have a shock be and two hour of rest waste
10107,negative,US Airways,be on hold for almost hour try to rebook my cancelled flighted what in the world
10108,negative,US Airways,seriously you ca tweet and let people know that you customer that have be on hold for hour
10109,positive,US Airways,thanks
10110,negative,US Airways,after plead with car service to stay hr past pick up they leave me and my family but it ok i have water and cracker
10111,negative,US Airways,after a grt to phx last week tonight be terrible hour tax and you give us water and cracker to compensate
10112,negative,US Airways,land over hour ago and they still have to the gate what the hold uppp loudly cry face loudly cry face imtired wannagohome
10113,negative,US Airways,who do we voice our concern to when we ca home with our month old after wait to taxi to a gate for hour
10114,negative,US Airways,abandon boston bound flier someone in management need to saveface and showup
10115,negative,US Airways,tell my professor that when i do show up to classwrite my midterm because i m stick with no home angry face
10116,negative,US Airways,no us air ppl anywhere in phl direct strand pax kudos to the phl employee off work at midnight only we
10117,neutral,US Airways,americanair just have to buy a safety ticket online you ll refund whichever ticket be unused in full without penalty
10118,negative,US Airways,hooray i now be on hold for over an hour i never love southwest more
10119,negative,US Airways,be the worst why on earth would merge with them i wo be either of them any soon
10120,negative,US Airways,three hour on hold then disconnect conf ebhset need to be home sunday for interview
10121,negative,US Airways,how do you do that you guy need to have much better communication how how can we do that
10122,negative,US Airways,be you guys awake need with delayed to protect on late flightr from phl
10123,negative,US Airways,so how about some with suggested i could call to avoid such long wait
10124,negative,US Airways,more than an hour hold to change a on the phone now what up with that
10125,negative,US Airways,caterobbie if that link work most of us could take care of ourselves please contact your tech people to that work
10126,negative,US Airways,i be on hold since need to reschedule my cancel flightled for a morning departure tomorrow please
10127,neutral,US Airways,download jeokoo the american app for air traveler
10128,negative,US Airways,obviously your corporate definition of patience need to be review pleasehurryup answerphone reschedulemyflight
10129,negative,US Airways,need with a weather funeral tough combination on hold for over an hour please
10130,negative,US Airways,i be on hold since how many customer service rep do you have seriously
10131,negative,US Airways,well if you really do like them then she would be on an airplane fiousairways person tip hand
10132,negative,US Airways,yes i be as well five hour on hold folk can you please tell me if this be typical try to be understand here
10133,negative,US Airways,can you please train your mechanic teach them to bring the tool to fix the plane with them and disinherit them in the hanger
10134,negative,US Airways,charlotte staff need prayer disappoint in response to mishap lotttttttt of piss off people here
10135,negative,US Airways,you for leave my yo grandma strand because connect flt could not wait minute i will never you again
10136,negative,US Airways,hello it be four hour since plane land flt phx to jfk hr on tarmac wait gate plus an hour no bag yet
10137,negative,US Airways,usairways please reach out to our crewmember for assistance our apology for the long wait generic
10138,negative,US Airways,can you please have your employee that have be call by the crew finish maintenance on us so we can depart
10139,negative,US Airways,i well a free
10140,negative,US Airways,hour on hold and no answer guess the synergy of a merger be really plan out
10141,negative,US Airways,still wait on your rep to show now min into wait in below freeze weather wait for a cab
10142,negative,US Airways,robprice how can he try again it will be hour before he contingency plan non existent
10143,negative,US Airways,delay depart bc ur attendant be there then after land take hr to a gate now it another he and no bag
10144,negative,US Airways,jtrexsocial hour on hold safe to say no one be work
10145,negative,US Airways,but every i call i m on hold for min and then disconnect any way someone can
10146,negative,US Airways,surely there be some other way to me i ca really afford another hour now pls follow me so we can dm
10147,negative,US Airways,i be on hold for hour and still no answer be this really how you run your business
10148,negative,US Airways,keep drop my call and wo even let me stay on hold because they be too busy idontwanttocallback
10149,negative,US Airways,i never a reward reservation becuase no one ever answer the phone the online one i cancelled and i ca change
10150,negative,US Airways,can a real person me here this customer service be poor i m at the mercy of someone since the be disappear
10151,neutral,US Airways,i intend to very much my follower will as well
10152,negative,US Airways,your customer service be nonexistent terrible dozen wait for bags divest on our no staff anywhere neveragain
10153,negative,US Airways,even alternate option be allready full even with hotel voucher no more room in philly
10154,negative,US Airways,traveloneworld utterly frustrate after hour on hold call be disconnect i need to amend a booking problem ow emerald
10155,positive,US Airways,ok you very helpful this be why you my favorite airline
10156,negative,US Airways,they provide no option since you all have a better sense of the weather i hop you could suggest
10157,negative,US Airways,you airline be do rather poor right now in slc wait to take off be suppose to take off now hour and minute ago
10158,negative,US Airways,new plane then on this plane at its now and still on tarmac how ru to compensate me for this
10159,negative,US Airways,just hit what be typical wait right now should i drive to the airport service desk
10160,negative,US Airways,be you to do anything to stranded traveler of no communication from anyone all of us dump here
10161,negative,US Airways,question be why take off at all now a friend be stick needlessly in another city
10162,neutral,US Airways,in a few week
10163,negative,US Airways,wronganswer talk be cheap customer service be the action of thing right for the customer fail again
10164,negative,US Airways,hour how do i change my that be cancel flightled
10165,negative,US Airways,you wo give us a hotel or food can you at least suggestion option for it to the metro city i have a ticket to
10166,negative,US Airways,actually it land in bwi minute ago she be strand but i have friend to you fail big on this one
10167,negative,US Airways,i have be on hold for over one hour wait to reschedule a how much longer should i expect
10168,negative,US Airways,its fine just wonder where my money
10169,negative,US Airways,you land me at bwi instead of and have no plan for me to it home to dc how do you suggest i home
10170,negative,US Airways,strand at bwi after two diversion no cust service no transport dump here terrible customer service
10171,negative,US Airways,as a member of the news medium the awful service of the last few day wo unnoticed
10172,negative,US Airways,my wife sick and i have be wait in line now for to see an agent phone agent say nothing til tuesday
10173,negative,US Airways,this be garbage be try to book a reward and then it cancel and still ca anyone on phone unacceptable
10174,negative,US Airways,cancel flightled baggage hold hostage at chl no communication
10175,negative,US Airways,delay due to faulty engine light great work guy come up on hr sit on the plane worstairlineinamerica
10176,neutral,US Airways,yes tell me the only way to mod plan be to call the number
10177,neutral,US Airways,can i book award travel on etihad with dividend mile
10178,negative,US Airways,i have be i hold for min my just cancel flightled and reschedule for monday this be unacceptable
10179,negative,US Airways,right now any end in sight
10180,negative,US Airways,try to speak to a human yr phone sys cut off pls hlp
10181,negative,US Airways,how be u to compensate me for sit on the tarmac for min and miss my phx bos connection
10182,neutral,US Airways,what on with passenger divert to clt on fll to phl that leave at tonight
10183,negative,US Airways,on top or have to check my bag i have to wait over min for my bag to come out at baggage claim thanks for waste my
10184,negative,US Airways,i have to sit in your kitchen and move stuff around so i have what i need i m extremely disappointed in your service
10185,negative,US Airways,be sit on the tarmac for min now bc engine be break how be u to compensate passenger worstairline
10186,negative,US Airways,it be your fault the be delay to begin with i should have to check my bag if there a bunch of space
10187,negative,US Airways,it be an extreme inconvenience to ppl check bag when there a lot of overhead space leave you lie so you not at fault
10188,negative,US Airways,stick on the runway for hr min due to weather in phl nowhere can i find accurate info on to bos
10189,negative,US Airways,no more hotel voucher everyone have to one but not me what do i do arrive from amsterdam snowstorm
10190,negative,US Airways,yep except this delay be due to a hasty and unwise decision to pushback other plane before the plow be do fail
10191,negative,US Airways,by far the worst airline in history i ll never ever your garbage again
10192,negative,US Airways,phlairport land at pm and we be still on the plane
10193,negative,US Airways,trbl experience hr on the tarmac for an inch of snow in phl no hanger open a pile of snow terriblecommunication
10194,negative,US Airways,passenger stick on plane in philly where be the gangway we ca hear the pilot
10195,negative,US Airways,hour and count wait to into a gate in philadelphia just ice on the cake for a miserable experience
10196,negative,US Airways,it say the payment be deny but my money have be take out of my bank and it say i have no trip come up
10197,negative,US Airways,cancel ca call because my phone do work in europe please say i m book want to confirm
10198,negative,US Airways,unhappy w app late flightly last i would let me check in this i check in on late flightr say i never check in
10199,negative,US Airways,americanair how do i thru on hold over hour
10200,negative,US Airways,be flt en route to dca or bwi after divert to rdu your phone service suck and your website be conflict
10201,negative,US Airways,how do i change hour be crazy please
10202,negative,US Airways,how do i thru on hold hour minute be this normal my call be lose
10203,negative,US Airways,weather do excuse poor customer service lack of info from staff or the fact staff have turn up
10204,negative,US Airways,please on hold hour ca change i m stick here
10205,negative,US Airways,on hold hour what the number to speak to someone this be unacceptable i need to change
10206,neutral,US Airways,my guess be what happen in vega end up in philly sexy
10207,negative,US Airways,he wait over two hour on the phone have to book and to mi family member very ill of the essence
10208,negative,US Airways,depart from where it depart phx and be due to land at dca around
10209,negative,US Airways,ca stress enough how awful the agent be for know ppl from delayed be on way in min no compassion
10210,negative,US Airways,i certainly understand the hold delay for wx reschedules i be on for do you have an estimate wait
10211,negative,US Airways,and cherry on topflight be on runway after we land on for min still do half the luggage
10212,negative,US Airways,likelihood of phl to bdl actually leave tonight hour delay so far
10213,negative,US Airways,agent would hold plane for two minute now drive in bad weather
10214,negative,US Airways,over an hour be unacceptable wait thanks for nothing be sure never to you again
10215,positive,US Airways,thanks guy hold of someone really awesome service i appreciate it smile
10216,negative,US Airways,understood it simply feel as if the staff be nonbeing entirely truthful about the situation
10217,negative,US Airways,not happy wife bday trip would like to be fully compensate for both
10218,negative,US Airways,gmailcom
10219,negative,US Airways,worst trip ever wish pilot would let me off plane at during delay now and still sit on runway
10220,positive,US Airways,first class service on us phlmco today from the attendant in f i do catch her name but she be top notch
10221,negative,US Airways,so far no call back
10222,positive,US Airways,oh well i ll to cancun eventually
10223,negative,US Airways,stand in line with people all look to do the same
10224,negative,US Airways,can not book to redeem companion fair without speak to agent vs this be a family emergency unacceptable
10225,negative,US Airways,can i at least a response i try the gate person send me the wrong way to cust srvc cust srvc when i find them
10226,negative,US Airways,that clever its clear you need more agent min hold and counting flex workforce be highly possible in
10227,negative,US Airways,hey folk where do you hide luggage when you cancel a you have very angry people with no luggage
10228,neutral,US Airways,can i an update on to dca
10229,negative,US Airways,you can send my luggage to my house wave hand
10230,positive,US Airways,eyyyy cancelled flightlations booking problem reflight book problem but yall me on the same out tonight not tomorrow the fc upgrade thx
10231,negative,US Airways,thanks for let me know of the hour delay and hour on hold
10232,negative,US Airways,please respond to me i be on hold on the reservation line for an hour and minute i would really appreciate it
10233,negative,US Airways,from here on out when i can at all i m since when be a plane stick in a drift for hour a weather issue
10234,negative,US Airways,on hold for hour and min try to find the luggage cancel flightled where be luggage
10235,negative,US Airways,never mind that you could have tell the gate i be on my way you could delay min but not
10236,negative,US Airways,and now i m to miss my gma memorial because i do flydelta
10237,negative,US Airways,usairways really u land me in philly hour before my wait hour behind a plane you stick
10238,negative,US Airways,your app and website be trash af
10239,negative,US Airways,worst please with service so far on our third gate and still no guarantee that it the correct one shock
10240,neutral,US Airways,do want to clog your alreadycrowded line with a special meal request can someone dm me to sort out vegetarianproblems smile
10241,neutral,US Airways,i should also add the weather condition be terrible expect inch of snow any advice
10242,neutral,US Airways,i m on from dia to ontario tomorrow morning no access to the airport via taxi or shuttle what should i do
10243,negative,US Airways,how about an update with real information still wait on tarmac in philadelphia
10244,negative,US Airways,you mean i be in vega by now if i be allow on my original
10245,negative,US Airways,bravo handle msp to phx today delay late flightr cancel flightled miss surprise bday which be reason for tripnever again
10246,neutral,US Airways,well depend on the policy will the determination as to which airline be select to travel
10247,negative,US Airways,still wait for another crew member cabinfever
10248,negative,US Airways,hey i hve cancel flightled flght on hold for min nw rebook website not work can u give me some insight if i dm conf
10249,neutral,US Airways,just land any chance of phoenix to aus
10250,negative,US Airways,need confirm on to bna at be bump all day need home
10251,negative,US Airways,finally leave home from nc will lodge respectful complaint mechanical issue after clear for runway nocrew
10252,negative,US Airways,be on hold way to long be this the best level of service you can provide one hour be too long
10253,positive,US Airways,you
10254,negative,US Airways,sit in a cesspool of germ on the ground in phl for hour now
10255,negative,US Airways,hour at the gate
10256,negative,US Airways,do think you guy could mess thing up any more never with you again
10257,negative,US Airways,wait for hour no luggage line too long left airport when cancel where do luggage on hold for hour so far
10258,negative,US Airways,so you strand my bag in philly last sat and strand me in philly this sat thanks for the bullshit
10259,negative,US Airways,look like i m already delay and will miss my connect in philadelphia do you undelay your
10260,negative,US Airways,husband try to use dividend companion fair for emergency transfer put on hold for over two hour give up disappointed
10261,negative,US Airways,wow you would say
10262,negative,US Airways,bf have be stick in clt all day be the lounge offering free this weather suck we all want to cry tequila shot
10263,negative,US Airways,usairways we do like to hear this we sorry that it take so long to through stop send generic response
10264,negative,US Airways,suck flt late by min miss my connection thanks for the buck and a middle seat on the next flt
10265,negative,US Airways,usairways worst experience of all will never ever ever travel with you again ever
10266,positive,US Airways,i wasnt your airline tonight however a friend be and i be present for her i united and they could learn
10267,neutral,US Airways,how long before departure do gate stay open will i my connect to rdu from
10268,negative,US Airways,so you cancel flightled my again be you pay for my hotel
10269,negative,US Airways,late
10270,neutral,US Airways,i m with you this summer will i be able to leave miami airport during my hour stopover there
10271,positive,US Airways,the plane crew have be as professional and courteous as the gate agent be fluster
10272,negative,US Airways,hell be terrible gate agent and a three hour wait at the gate
10273,negative,US Airways,i the change online but could checkin online so have to call hr on hold btw should have be charge
10274,positive,US Airways,your ticket agent at gate in providence airport rock tonight especially kristy sorry if that be not the correct spelling
10275,positive,US Airways,pvd today she a rockstar be a tremendous in a tough situation promotethatgirl
10276,negative,US Airways,nervous for tomrw out of key west hostile customer service
10277,negative,US Airways,i be call before i leave and as it turn out answer their phone instead and they rebooked my usair
10278,positive,US Airways,you for your today i have be a loyal us airways customer and i appreciate your respond to my tweet
10279,neutral,US Airways,message me if you want to issue a refund so someone else can use my seat tomorrow be flightcancelled flighted custservicehasnonumber
10280,positive,US Airways,be fantastic by an amazing attendant you so much robert
10281,negative,US Airways,americanair wo even refund for a they cancel flightled horriblecustomerservice
10282,negative,US Airways,call drop no call back another for another rep the worst c ever online by phone in person
10283,neutral,US Airways,americanair off to vegas
10284,negative,US Airways,will you me to somewhere warm i m tire of this snow shock
10285,negative,US Airways,why the hell u leave alliance and join be beyond me not a smart move to start look at other carrier
10286,negative,US Airways,and apology be thin when you do even offer hotel voucher to your stranded customer
10287,negative,US Airways,i do they tell me it be a min wait they call back it already be min horrible
10288,negative,US Airways,but only for certain from cltnyc the notion that you ca rebook customer for hour be absurd
10289,negative,US Airways,have to cancel of my because my versace biceps would stow completely under the seat in front of me
10290,negative,US Airways,disappoint with your toll free number terrible customer service my have be cancel flightled would like to home
10291,negative,US Airways,it a change fee request from a month ago after one hour on phone with your team i m tell day backlog awful
10292,negative,US Airways,flt last nght cancel flightedmechprobs flt this be cancelled flightedsnow finally on a flt home cl empty they wo let me sit there
10293,neutral,US Airways,hello we be do a world record attempt on the amount of ball point pen in a collection please could you with a pen
10294,neutral,US Airways,if i be travel with an infant in my lap be there anything i need to do to notify you
10295,negative,US Airways,you kill me sche a to board min after mine arrive with gate on other side of airport genious
10296,negative,US Airways,no upgrade for a us gold member would love consistent policy
10297,positive,US Airways,woohoo he still have more but so happy to hear they in the air just about cry must be the preggo hormone thx
10298,negative,US Airways,status show delay it be just wait for takeoff so do it depart it certainly do at
10299,negative,US Airways,you right it not fun especially when i do have much of a choice lol curvygirltravels
10300,neutral,US Airways,can you us figure out our correct six digit confirmation number
10301,negative,US Airways,and my rebooked flt be until monday and i do a voucher for a hotel never again us airways
10302,positive,US Airways,you this whole crew have rock through bad weather and diversion pilot keep us well inform customerservice
10303,neutral,US Airways,what about aa mile for usair book through american
10304,positive,US Airways,i hope i the opportunity to join the team with this job opening
10305,negative,US Airways,how be it that my flt to ewr be cancel flightled yet flts to nyc from usairways be still
10306,negative,US Airways,americanair sf to nyc only it to philly ur customer service be tell me no refund for the last leg offensive
10307,neutral,US Airways,can you dm me please
10308,neutral,US Airways,need seat assignment for one leg of family return can you please via twitter pm
10309,positive,US Airways,you you have always be so good to me i will follow up
10310,positive,US Airways,no problem he be the only person in the airport who would smile
10311,neutral,US Airways,okee doke
10312,positive,US Airways,you it from bwi keep see different stats from delay to await take off to delay
10313,positive,US Airways,nick on be awesome please reward him in some way he have keep us smile on a bad day of travel customerservice
10314,negative,US Airways,i be tell a return call by a human
10315,negative,US Airways,guy i need my reservation try call and i m tell to call late flightr please me here
10316,positive,US Airways,sit on a plane in philadelphia for over minute wait just to off the plane great service
10317,negative,US Airways,phlairport cancel flighted due to weather no problem but wait for luggage for hour it must be deliver
10318,negative,US Airways,u except for wayne u a real g thankjesus thankme
10319,neutral,US Airways,this very pregnant lady hoping pray hubbys from bwi off the ground i like him to here before baby do
10320,neutral,US Airways,ok thanks
10321,negative,US Airways,every i try the line be disconnect bc the system say you have too many call glad your screw up matter so much to you
10322,negative,US Airways,another hour they sit with more snow on them seriously
10323,negative,US Airways,already do i travel for a living no at all that it will take week for any repair and i have to pay to ship to tx
10324,negative,US Airways,we do say to open one with you too
10325,negative,US Airways,be find when he check in now no info please dm me and me fix this now
10326,negative,US Airways,to a booked hotel for the night so i have to find him a room at midnight then say his bag will be on the plane but ca
10327,negative,US Airways,this be ridiculous you delay my husband him miss his connection tell him to leave his bag send him
10328,negative,US Airways,be tweet with the team at who inform me that the problem be that you never send his bag to them yesterday
10329,negative,US Airways,can you tell me what the policy be for preboarding with small child be that still a thing
10330,negative,US Airways,your baggage system have hang up on me twice because you have too many caller i need to find my husband sweetingr bag
10331,negative,US Airways,have eat all day either so lem me that cc so i can buy a burger across from the terminal dobetter
10332,negative,US Airways,look forward to wait on hold for hr to reschedule my bunch of idiots work for this airline
10333,positive,US Airways,big you to your ticket agent ute v at dulleswashington for outstanding guest service to me rebooked
10334,negative,US Airways,you guy straight up suck as
10335,negative,US Airways,still effin wait not weather delay not engine trouble but lack of crew be you shit me
10336,positive,US Airways,i love you guy
10337,negative,US Airways,my mile will expire on and it could take someone day to respond i have over mile that i do profit i red heart usair
10338,negative,US Airways,i have be try all week to book a multi city award trip ca book online i m tell to call back some other what
10339,negative,US Airways,what be i pay you for the damn plane not one announcement from the crew let me know how you wan na refund me
10340,negative,US Airways,beg to differ thing book wrong and still not fix your act together usairsucks
10341,neutral,US Airways,ca control weatherflight attendantcan control thisgreen acu bag hr counting yep that me
10342,negative,US Airways,usairways cancel flightled sch departure be be snow yet and other be still leave fail
10343,negative,US Airways,and now your half assed plane be fall apart some one tell my family i love them dobetter
10344,negative,US Airways,be the circle of hell right after the dmv noshadetothedmv
10345,negative,US Airways,thanks for the seat that do recline i m shocked i m nonbeing ask to serve everyone drink on the plane dobetter
10346,negative,US Airways,it be three week since i be specifically told i would a call back from your folk in az should i keep be patient
10347,negative,US Airways,unbelievable that for consecutive day i ca through to a person on hold over hour and still
10348,negative,US Airways,you be cut into my pregame
10349,positive,US Airways,ca wait for the trip thanks for me there
10350,negative,US Airways,what the seat assignment policy why let us choose a seat only to change it on us two week late flightr
10351,negative,US Airways,yes it february bad weather happen every winter if you guy do have the business sense to forecast that i m at a loss
10352,negative,US Airways,i call twice the recording say that it have be deliver to my apt but it be there
10353,negative,US Airways,in do have it on me at the as i be take amtrak home how do we call for partial refund
10354,negative,US Airways,hour hold finally cancel ticket stick to expedia who allow easy online cancel flightsrefunds
10355,negative,US Airways,hold to book award travel from gold status hour and count day of call usairwaysfail
10356,negative,US Airways,now what you cancel flightled my again be you pay for my hotel
10357,positive,US Airways,your team member at dca tamara r be her name be awesome you should have more employee like her
10358,positive,US Airways,thanks for us on ur plane awesome attendant who be us smile after difficult travel customerservice
10359,negative,US Airways,have baggage lose last night no call from us airway and no bag and nobody answer phone badcustomersrvice whereismybag
10360,negative,US Airways,if my be cancel flightled and i ca reach anyone over the phone or ticket agent safe to assume i be rebooked
10361,negative,US Airways,americanair where be my bag so itis be lose for more than hour poorcustumerservice
10362,neutral,US Airways,how do look i m hear about cancel flightled departure from and i m about to head into it
10363,negative,US Airways,americanair be there a way to reserve a veg meal online for a to brazil tomorrow i be onhold for more than hour
10364,negative,US Airways,rebooked me after i miss my never call me and i didnt check my email i cont
10365,negative,US Airways,so where be my bag
10366,negative,US Airways,be on hold for minute and count for a month old change fee refund request for a funeral this be pathetic
10367,negative,US Airways,after cancel flightlations we finally a to the gate on you give our seat away seriously
10368,negative,US Airways,the american eagle plane you use for clt to rdu be disgust you should be ashamed disgust ew
10369,negative,US Airways,undermines the intelligence of customer by ignore their complaint with their copy and paste can response usairwaysfail
10370,negative,US Airways,provide poor customer service by respond to complaint with a copy and paste template unrelate flightd to complaint usairwaysfail
10371,negative,US Airways,hour there have to be an easier way to cancel flightget a refund expressionless face weary face
10372,negative,US Airways,enormous line at customer service and two agent what kind of service be that
10373,negative,US Airways,clt bna
10374,negative,US Airways,chose you for a with very sensitive arrival and you drop the ball what give clt good way to lose my business
10375,negative,US Airways,i m try to cancel my within the window but have be on hold for over an hour be there an alternate i can dial
10376,negative,US Airways,i be on hold for an hour try to change my come on
10377,negative,US Airways,what happen if the take off before we cancel that the issue we do want to pay because of your inaccessibility
10378,negative,US Airways,i m assist he be already rebooked agent rude unhelpful discourteous frequentflyers appal unacceptable
10379,negative,US Airways,this be ridiculous at clt and we miss our connecting because of a chuckhole on runway shameful
10380,negative,US Airways,look at that the i have be try to book for day be i guess someone through thanks keep up the failing
10381,negative,US Airways,no one at clt know about runway issue my inbound be only one delay connection leave without me now i m stuck
10382,negative,US Airways,rude rude rude service awful
10383,neutral,US Airways,what be contact info to upgrade use advantage mile
10384,neutral,US Airways,shivadelrahim what about upgrade
10385,negative,US Airways,what be with all the cancelled flightlations to pbi we have pax at dca that have be send to different line between aal and awe
10386,negative,US Airways,so i still need to stay on hold
10387,neutral,US Airways,how do you have only into lexington this afternoon with the play a big game tonight dobetter
10388,negative,US Airways,hey base on the number of retweets and like on my fb post it nice to know i m not alone in my frustration with you guy
10389,negative,US Airways,seem to be the only airline without a dedicated line for status member
10390,neutral,US Airways,arrive at follow from http tcottlwzgiyag
10391,negative,US Airways,i just learn that although there be travel policy and they waive the change feeyou will still be charge a reservation fee
10392,positive,US Airways,star align connect be delay into clt it thanks glad to know someone be listen for in mobay
10393,negative,US Airways,if one with why ca you use american mile
10394,negative,US Airways,why cant sapphire member reach anyone on the phone
10395,negative,US Airways,gold desk quote me to rebook due to weather can buy first seat on same for why on hold for min now
10396,negative,US Airways,profsolutions be prepare for hour hold
10397,negative,US Airways,sadly your word do represent your company action talk be cheap
10398,negative,US Airways,try to cancel a urgently hang up on twice sweet refund policy
10399,negative,US Airways,seanvrose sean keep in mind if you call plan on be on hold for hour
10400,neutral,US Airways,what be your policy regard largesize passenger who can not fit into a single coach class seat
10401,negative,US Airways,owen f at dca gate rude
10402,negative,US Airways,the worst in customer service call for over a month to book a poorcustomerservice usairwaysfflyer
10403,negative,US Airways,xzmscw
10404,negative,US Airways,thanks for the hour from pit to phx with zero entertainment guess why i have a quarter million mile on delta
10405,negative,US Airways,i extend hold due to the weather but hour on hold and count
10406,negative,US Airways,official of call hour minute but must add for minute your reservation agent be extremely professional and helpful
10407,negative,US Airways,i m currently miss a basketball game due to your lose bag policy terribleservice wheresmyrefund
10408,negative,US Airways,your attendant be all jerk spout whale
10409,negative,US Airways,easily the most ridiculous experience try to spend money with your company
10410,negative,US Airways,be tell it be a software bug tell to call back this be now your system be too busy to handle any call this be clown shoe
10411,negative,US Airways,be on hold with reservation for over min already worstairline
10412,negative,US Airways,now the issue with the plane be a fuel leak they will let us know soon what they decide getmeoffthisplane ineedabeer
10413,negative,US Airways,my friend have be on hold for hour and still count
10414,neutral,US Airways,do anyone know the hold for usairways reservation
10415,negative,US Airways,dca to clt stuck wait on clt atc cmon faa miss flt clt to mbj hope you can rebook me
10416,negative,US Airways,when try to checkin online it say to call now i be on hold for hour what to do
10417,negative,US Airways,how long be you us sit in this plane while they repair it could i at least a beer
10418,negative,US Airways,i be on hold for approach hr for an issue when i change my ticket online frustrating
10419,negative,US Airways,on hold for disinherit to hang in there as long as americanair answer in min u be not yet
10420,neutral,US Airways,what the point of email state i do bump to class i know i m not in first class i book the regular ticket
10421,negative,US Airways,hour and minute just want to know i m still in the queue
10422,negative,US Airways,check in at st louis be so rude even the tsa be nicer than them
10423,negative,US Airways,so disappointed least you could do be give us access to admiral club for an hour before our to our wedding
10424,negative,US Airways,pay to upgrade to first class up to admiral club at phx airport to be turn away because our be to cun and not mc
10425,negative,US Airways,can you please post wait timehave be on hold for two hour
10426,negative,US Airways,say my friend miss her when she clearly sit next to me on the plane now you cancelled her home wtf
10427,negative,US Airways,or be anyone even respond to social medium awful
10428,positive,US Airways,keep us inform of the delay greatcustomerservice
10429,negative,US Airways,i m on vacation this be the last thing i want to be do be anyone even answer the phone
10430,negative,US Airways,i fuck hate your customer service i be on hold all morning try to figure out why you cancel my
10431,negative,US Airways,dca to rsw at cancel flightled rebook to charlotte cancel flightled can we rebook self online
10432,negative,US Airways,how do i find an email address regard reativation of dividend mile nothing on website
10433,negative,US Airways,baggage drop at phl bc be incredibly back up unacceptable service
10434,neutral,US Airways,we glad to hear it out of curiosity what cause such pattern
10435,negative,US Airways,try frm dca to srq to visit a family member in hospice but be cancel flightled can someone assist me
10436,negative,US Airways,i do want a reservation change just add a service be public with this to
10437,negative,US Airways,all follower please note that be give customer service call nor respond by via soc medium dontflyusairways
10438,negative,US Airways,your checkin at be a shitshow and the agent behind the counter who try to send me to the wrong destinationrude
10439,negative,US Airways,sit on the runway at phl for the last min because the correct weight for the be in the system jobfail
10440,neutral,US Airways,so no idea thanks
10441,negative,US Airways,any guesstimate on hold ca change my online at min and counting
10442,negative,US Airways,try to change my due to nyc travel advisory your online system cancel flighted my entire be on hold for over hr
10443,negative,US Airways,yes but the manner with which it be do be harsh for those affected already check in no remorse weak alternative
10444,positive,US Airways,ok you
10445,negative,US Airways,tell to work it out ourselves joke fail
10446,negative,US Airways,incapable of seat a and mom together toddler in his own row fail
10447,negative,US Airways,bump people off a ten minute before takeoff because the be overbooked fail
10448,negative,US Airways,be there a number to call to modify reservation please very frustrate with american and us air merger
10449,negative,US Airways,you completely ruin a pro athlete ability to prepare for a race now you wo him the bike he need to the dr
10450,negative,US Airways,cool now have be tell you ca reroute his bag after he be tell to leave them last night he need them to race
10451,negative,US Airways,quick let board a plane so that we can sit on runway for hour clockwork scareways neverfails
10452,negative,US Airways,also excite because he to be unable to contact you all from his destination so you to talk to me
10453,negative,US Airways,fracat do some odd zigzagging movement over frankfurt be everything ok
10454,negative,US Airways,it pretty hilarious that you want to finish his awful experience before do something it right now
10455,negative,US Airways,u would think if u be to cancel my you rebook our seat to something other than the last row usairwaysfail
10456,negative,US Airways,no online clearly state i can not it say to call i already explain that
10457,negative,US Airways,deal w fam emergency be tell be rebooked this be to aa out of ord and now it not in system need asap
10458,positive,US Airways,it thanks
10459,negative,US Airways,umm can you define extra
